proposal_id,investigator_id,investigator_name,career_stage,college_code,college_name,sponsor_id,sponsor_name,sponsor_type,proposal_type,submission_date,submission_month,fiscal_year,requested_amount,proposal_status,award_id,awarded_amount,decision_date,days_to_decision,award_start_date,award_end_date
LP-2023-01304,R0033,Olivia Costa,Established,LAW,School of Law and Public Policy,S024,Faculty Seed Grant Program,Internal,Research Project,2023-02-26,2023-02,FY23,83700,Active,AW2-2023-01304,52800,2023-04-05,38,2023-05-29,2026-05-28
LP-2026-01305,R0128,Theo Yamamoto,Established,ARC,College of Architecture and Design,S020,Northstar Analytics,Industry,Internal Seed,2026-01-17,2026-01,FY26,67600,Active,AW2-2026-01305,47700,2026-03-03,45,2026-03-18,2029-03-17
LP-2024-01306,R0042,Samira Kim,Senior,ENG,College of Engineering,S002,Natural Sciences Research Council,Federal,Research Project,2024-06-13,2024-06,FY24,76000,Active,AW2-2024-01306,48000,2024-10-23,132,2024-12-01,2026-12-01
LP-2025-01307,R0016,Priya Wang,Established,ARC,College of Architecture and Design,S004,Advanced Technology Agency,Federal,Research Project,2025-09-17,2025-09,FY26,320900,Active,AW2-2025-01307,240700,2026-01-03,108,2026-03-16,2027-09-07
LP-2023-01308,R0090,Amina Ahmed,Established,ENG,College of Engineering,S021,Vertex Mobility Systems,Industry,Fellowship,2023-03-09,2023-03,FY23,334600,Not Funded,,0,2023-04-28,50,,
LP-2023-01309,R0007,Nadia Nguyen,Established,HSC,College of Health Sciences,S012,Future Cities Foundation,Foundation,Training Grant,2023-01-01,2023-01,FY23,40200,Active,AW2-2023-01309,26200,2023-03-19,77,2023-05-19,2025-05-18
LP-2025-01310,R0022,Chloe Chen,Senior,SCI,College of Science,S015,Civic Data Collaborative,Nonprofit,Fellowship,2025-01-18,2025-01,FY25,176000,Not Funded,,0,2025-03-30,71,,
LP-2023-01311,R0155,Daniel Walker,Early Career,SOC,College of Social Innovation,S008,Ontario Research Fund,Provincial/State,Training Grant,2023-10-20,2023-10,FY24,70400,Closed,AW2-2023-01311,44300,2023-12-29,70,2024-02-18,2027-02-17
LP-2025-01312,R0051,Victor Singh,Established,SOC,College of Social Innovation,S022,Helix Medical Devices,Industry,Research Project,2025-11-21,2025-11,FY26,166200,Not Funded,,0,2026-03-26,125,,
LP-2024-01313,R0166,Priya Wang,Senior,SCI,College of Science,S003,Social Innovation Research Council,Federal,Research Project,2024-11-01,2024-11,FY25,128200,Active,AW2-2024-01313,115400,2025-01-22,82,2025-02-12,2026-02-12
LP-2025-01314,R0034,Yara Lee,Established,ENG,College of Engineering,S001,National Health Research Council,Federal,Research Project,2025-06-24,2025-06,FY25,51500,Active,AW2-2025-01314,38500,2025-08-17,54,2025-10-18,2026-10-18
LP-2025-01315,R0092,Jonah Smith,Early Career,HUM,College of Humanities,S004,Advanced Technology Agency,Federal,Research Project,2025-08-21,2025-08,FY26,481800,Not Funded,,0,2025-10-08,48,,
LP-2025-01316,R0098,Theo Yamamoto,Early Career,ENG,College of Engineering,S003,Social Innovation Research Council,Federal,Equipment,2025-08-19,2025-08,FY26,98400,Active,AW2-2025-01316,65700,2025-12-10,113,2026-01-17,2027-07-11
LP-2024-01317,R0137,Zain Gupta,Established,LAW,School of Law and Public Policy,S010,Global Health Foundation,Foundation,Fellowship,2024-04-02,2024-04,FY24,97700,Closed,AW2-2024-01317,89600,2024-06-25,84,2024-08-28,2027-08-28
LP-2023-01318,R0079,Jia Zhou,Established,HSC,College of Health Sciences,S001,National Health Research Council,Federal,Internal Seed,2023-08-02,2023-08,FY24,332000,Closed,AW2-2023-01318,308400,2023-11-12,102,2024-01-20,2025-01-19
LP-2024-01319,R0164,Gabriel Dubois,Senior,HUM,College of Humanities,S010,Global Health Foundation,Foundation,Research Project,2024-08-16,2024-08,FY25,40800,Not Funded,,0,2024-11-20,96,,
LP-2023-01320,R0038,Theo Yamamoto,Senior,SCI,College of Science,S016,Urban Resilience Network,Nonprofit,Research Project,2023-01-09,2023-01,FY23,113900,Not Funded,,0,2023-06-21,163,,
LP-2023-01321,R0174,Mei Tran,Established,SCI,College of Science,S010,Global Health Foundation,Foundation,Research Project,2023-03-18,2023-03,FY23,295900,Closed,AW2-2023-01321,238900,2023-06-01,75,2023-08-02,2026-08-01
LP-2024-01322,R0076,Priya Wang,Early Career,HUM,College of Humanities,S018,Global Development Partnership,International,Internal Seed,2024-08-22,2024-08,FY25,118900,Not Funded,,0,2024-09-30,39,,
LP-2025-01323,R0059,Rafael Reyes,Senior,SOC,College of Social Innovation,S011,Community Wellbeing Trust,Foundation,Research Project,2025-08-08,2025-08,FY26,108500,Active,AW2-2025-01323,95200,2025-11-12,96,2026-01-16,2027-01-16
LP-2025-01324,R0102,Samira Kim,Established,SCI,College of Science,S022,Helix Medical Devices,Industry,Research Project,2025-11-25,2025-11,FY26,320400,Not Funded,,0,2026-04-18,144,,
LP-2025-01325,R0027,Grace Williams,Early Career,SOC,College of Social Innovation,S001,National Health Research Council,Federal,Research Project,2025-04-22,2025-04,FY25,224800,Active,AW2-2025-01325,188400,2025-05-29,37,2025-07-10,2026-07-10
LP-2024-01326,R0086,Camille Mensah,Established,SCI,College of Science,S010,Global Health Foundation,Foundation,Research Project,2024-02-17,2024-02,FY24,47600,Closed,AW2-2024-01326,44500,2024-04-08,51,2024-04-26,2025-10-18
LP-2024-01327,R0052,Chloe Chen,Senior,HUM,College of Humanities,S005,National Science Foundation,Federal,Research Project,2024-01-30,2024-01,FY24,100200,Closed,AW2-2024-01327,72600,2024-03-31,61,2024-05-23,2025-11-14
LP-2025-01328,R0135,Leila Martin,Established,HSC,College of Health Sciences,S002,Natural Sciences Research Council,Federal,Training Grant,2025-12-25,2025-12,FY26,55900,Closed,AW2-2025-01328,45100,2026-06-07,164,2026-07-24,2028-01-15
LP-2025-01329,R0174,Mei Tran,Established,SCI,College of Science,S022,Helix Medical Devices,Industry,Training Grant,2025-03-15,2025-03,FY25,495400,Closed,AW2-2025-01329,445800,2025-04-24,40,2025-06-22,2026-12-14
LP-2026-01330,R0155,Daniel Walker,Early Career,SOC,College of Social Innovation,S012,Future Cities Foundation,Foundation,Fellowship,2026-02-23,2026-02,FY26,382100,Not Funded,,0,2026-08-20,178,,
LP-2025-01331,R0039,Carlos Ito,Senior,HSC,College of Health Sciences,S018,Global Development Partnership,International,Equipment,2025-05-12,2025-05,FY25,61900,Active,AW2-2025-01331,61100,2025-10-27,168,2025-12-07,2028-12-06
LP-2024-01332,R0125,Daniel Walker,Established,BUS,School of Business,S024,Faculty Seed Grant Program,Internal,Internal Seed,2024-07-02,2024-07,FY25,230700,Active,AW2-2024-01332,224400,2024-09-29,89,2024-10-25,2025-10-25
LP-2025-01333,R0116,Camille Mensah,Early Career,HUM,College of Humanities,S007,Department of Energy and Climate,Government,Research Project,2025-11-26,2025-11,FY26,276200,Not Funded,,0,2026-05-29,184,,
LP-2023-01334,R0026,Camille Mensah,Established,ENG,College of Engineering,S024,Faculty Seed Grant Program,Internal,Training Grant,2023-06-11,2023-06,FY23,92300,Active,AW2-2023-01334,63700,2023-10-01,112,2023-12-09,2026-12-08
LP-2025-01335,R0043,Arjun Thomas,Early Career,SOC,College of Social Innovation,S025,Interdisciplinary Catalyst Fund,Internal,Fellowship,2025-10-31,2025-10,FY26,428700,Not Funded,,0,2026-03-22,142,,
LP-2024-01336,R0122,Jonah Smith,Established,ENG,College of Engineering,S014,Biomedical Discovery Foundation,Foundation,Internal Seed,2024-11-16,2024-11,FY25,78900,Withdrawn,,0,2025-01-11,56,,
LP-2024-01337,R0135,Leila Martin,Established,HSC,College of Health Sciences,S014,Biomedical Discovery Foundation,Foundation,Research Project,2024-11-30,2024-11,FY25,66300,Active,AW2-2024-01337,64000,2025-06-02,184,2025-08-13,2027-02-04
LP-2025-01338,R0155,Daniel Walker,Early Career,SOC,College of Social Innovation,S006,Department of Public Health,Government,Research Project,2025-11-18,2025-11,FY26,41400,Not Funded,,0,2026-02-12,86,,
LP-2023-01339,R0019,Jia Zhou,Early Career,SOC,College of Social Innovation,S007,Department of Energy and Climate,Government,Equipment,2023-07-01,2023-07,FY24,89500,Not Funded,,0,2023-12-15,167,,
LP-2023-01340,R0042,Samira Kim,Senior,ENG,College of Engineering,S017,International Research Consortium,International,Research Project,2023-05-27,2023-05,FY23,386300,Not Funded,,0,2023-07-07,41,,
LP-2023-01341,R0155,Daniel Walker,Early Career,SOC,College of Social Innovation,S006,Department of Public Health,Government,Research Project,2023-06-05,2023-06,FY23,122400,Not Funded,,0,2023-09-08,95,,
LP-2023-01342,R0028,Lucas Haddad,Established,HUM,College of Humanities,S002,Natural Sciences Research Council,Federal,Research Project,2023-06-18,2023-06,FY23,66700,Not Funded,,0,2023-10-01,105,,
LP-2026-01343,R0108,Elena Patel,Established,HUM,College of Humanities,S001,National Health Research Council,Federal,Research Project,2026-05-14,2026-05,FY26,412900,Under Review,,0,,,,
LP-2026-01344,R0047,Zain Gupta,Senior,HSC,College of Health Sciences,S018,Global Development Partnership,International,Equipment,2026-01-07,2026-01,FY26,146700,Active,AW2-2026-01344,122800,2026-06-10,154,2026-06-21,2027-06-21
LP-2025-01345,R0171,Victor Singh,Early Career,SOC,College of Social Innovation,S023,Internal Strategic Research Fund,Internal,Research Project,2025-12-10,2025-12,FY26,295900,Closed,AW2-2025-01345,206200,2026-06-05,177,2026-07-17,2029-07-16
LP-2024-01346,R0171,Victor Singh,Early Career,SOC,College of Social Innovation,S001,National Health Research Council,Federal,Research Project,2024-07-01,2024-07,FY25,127200,Not Funded,,0,2024-08-24,54,,
LP-2023-01347,R0056,Camille Mensah,Established,ARC,College of Architecture and Design,S023,Internal Strategic Research Fund,Internal,Research Project,2023-08-31,2023-08,FY24,465100,Closed,AW2-2023-01347,442700,2024-02-07,160,2024-04-03,2025-04-03
LP-2024-01348,R0049,Jia Zhou,Senior,LAW,School of Law and Public Policy,S002,Natural Sciences Research Council,Federal,Internal Seed,2024-09-16,2024-09,FY25,662300,Active,AW2-2024-01348,444300,2024-12-01,76,2025-02-07,2026-08-01
LP-2024-01349,R0062,Jonah Smith,Senior,SCI,College of Science,S006,Department of Public Health,Government,Training Grant,2024-12-10,2024-12,FY25,203100,Active,AW2-2024-01349,154000,2025-01-25,46,2025-03-26,2028-03-25
LP-2024-01350,R0154,Yara Lee,Senior,ENG,College of Engineering,S005,National Science Foundation,Federal,Research Project,2024-09-15,2024-09,FY25,185600,Not Funded,,0,2025-01-06,113,,
LP-2023-01351,R0172,Chloe Chen,Early Career,HUM,College of Humanities,S024,Faculty Seed Grant Program,Internal,Research Project,2023-10-30,2023-10,FY24,90100,Not Funded,,0,2024-02-28,121,,
LP-2026-01352,R0105,Leila Martin,Established,LAW,School of Law and Public Policy,S014,Biomedical Discovery Foundation,Foundation,Research Project,2026-07-18,2026-07,FY27,66500,Under Review,,0,,,,
LP-2023-01353,R0017,Zain Gupta,Established,LAW,School of Law and Public Policy,S015,Civic Data Collaborative,Nonprofit,Equipment,2023-05-20,2023-05,FY23,368900,Closed,AW2-2023-01353,327500,2023-08-08,80,2023-08-21,2024-08-20
LP-2025-01354,R0005,Daniel Walker,Early Career,BUS,School of Business,S014,Biomedical Discovery Foundation,Foundation,Research Project,2025-09-27,2025-09,FY26,128200,Active,AW2-2025-01354,92000,2025-12-02,66,2026-01-03,2027-06-27
LP-2023-01355,R0116,Camille Mensah,Early Career,HUM,College of Humanities,S005,National Science Foundation,Federal,Research Project,2023-04-07,2023-04,FY23,98200,Closed,AW2-2023-01355,86800,2023-09-28,174,2023-11-18,2025-11-17
LP-2026-01356,R0006,Jamal Garcia,Established,SCI,College of Science,S018,Global Development Partnership,International,Internal Seed,2026-01-03,2026-01,FY26,148700,Active,AW2-2026-01356,131800,2026-06-27,175,2026-07-26,2027-07-26
LP-2023-01357,R0093,Olivia Costa,Early Career,BUS,School of Business,S018,Global Development Partnership,International,Equipment,2023-04-13,2023-04,FY23,122400,Closed,AW2-2023-01357,88000,2023-08-21,130,2023-10-19,2025-10-18
LP-2025-01358,R0155,Daniel Walker,Early Career,SOC,College of Social Innovation,S003,Social Innovation Research Council,Federal,Research Project,2025-05-06,2025-05,FY25,323200,Active,AW2-2025-01358,235100,2025-09-05,122,2025-11-07,2027-11-07
LP-2026-01359,R0068,Theo Yamamoto,Established,HUM,College of Humanities,S003,Social Innovation Research Council,Federal,Internal Seed,2026-01-01,2026-01,FY26,560500,Active,AW2-2026-01359,355300,2026-05-03,122,2026-05-13,2029-05-12
LP-2025-01360,R0061,Fatima Khan,Early Career,BUS,School of Business,S020,Northstar Analytics,Industry,Research Project,2025-01-16,2025-01,FY25,108700,Active,AW2-2025-01360,70300,2025-05-12,116,2025-06-02,2026-11-24
LP-2025-01361,R0067,Nadia Nguyen,Senior,SOC,College of Social Innovation,S016,Urban Resilience Network,Nonprofit,Research Project,2025-11-02,2025-11,FY26,133700,Active,AW2-2025-01361,104900,2026-03-17,135,2026-04-25,2027-10-17
LP-2025-01362,R0046,Priya Wang,Senior,SCI,College of Science,S023,Internal Strategic Research Fund,Internal,Research Project,2025-07-25,2025-07,FY26,57900,Withdrawn,,0,2025-11-25,123,,
LP-2026-01363,R0131,Maya Bennett,Established,SOC,College of Social Innovation,S013,Education Access Foundation,Foundation,Research Project,2026-07-06,2026-07,FY27,78500,Active,AW2-2026-01363,74000,2026-08-31,56,2026-09-23,2027-09-23
LP-2025-01364,R0043,Arjun Thomas,Early Career,SOC,College of Social Innovation,S007,Department of Energy and Climate,Government,Research Project,2025-07-31,2025-07,FY26,86100,Not Funded,,0,2026-01-08,161,,
LP-2026-01365,R0065,Daniel Walker,Established,LAW,School of Law and Public Policy,S007,Department of Energy and Climate,Government,Internal Seed,2026-06-28,2026-06,FY26,180100,Active,AW2-2026-01365,167500,2026-08-31,64,2026-09-11,2027-09-11
LP-2024-01366,R0005,Daniel Walker,Early Career,BUS,School of Business,S001,National Health Research Council,Federal,Fellowship,2024-09-30,2024-09,FY25,22300,Not Funded,,0,2025-04-05,187,,
LP-2023-01367,R0040,Hana Roy,Early Career,ARC,College of Architecture and Design,S003,Social Innovation Research Council,Federal,Research Project,2023-07-12,2023-07,FY24,132900,Not Funded,,0,2023-12-11,152,,
LP-2026-01368,R0049,Jia Zhou,Senior,LAW,School of Law and Public Policy,S002,Natural Sciences Research Council,Federal,Research Project,2026-08-02,2026-08,FY27,89600,Under Review,,0,,,,
LP-2024-01369,R0158,Theo Yamamoto,Established,SCI,College of Science,S001,National Health Research Council,Federal,Equipment,2024-12-16,2024-12,FY25,1400900,Awarded,AW2-2024-01369,1296100,2025-06-20,186,2025-08-05,2026-08-05
LP-2024-01370,R0009,Carlos Ito,Early Career,LAW,School of Law and Public Policy,S001,National Health Research Council,Federal,Research Project,2024-10-23,2024-10,FY25,333800,Not Funded,,0,2025-02-12,112,,
LP-2023-01371,R0074,Gabriel Dubois,Established,ENG,College of Engineering,S004,Advanced Technology Agency,Federal,Research Project,2023-12-19,2023-12,FY24,203600,Closed,AW2-2023-01371,150100,2024-03-16,88,2024-04-28,2025-04-28
LP-2026-01372,R0164,Gabriel Dubois,Senior,HUM,College of Humanities,S007,Department of Energy and Climate,Government,Fellowship,2026-08-13,2026-08,FY27,17000,Submitted,,0,,,,
LP-2023-01373,R0118,Lucas Haddad,Senior,SCI,College of Science,S009,Massachusetts Innovation Fund,Provincial/State,Internal Seed,2023-03-11,2023-03,FY23,72900,Not Funded,,0,2023-06-26,107,,
LP-2024-01374,R0022,Chloe Chen,Senior,SCI,College of Science,S022,Helix Medical Devices,Industry,Research Project,2024-10-01,2024-10,FY25,104600,Active,AW2-2024-01374,77200,2025-03-20,170,2025-05-07,2026-05-07
LP-2023-01375,R0148,Lucas Haddad,Established,HUM,College of Humanities,S019,Apex Biotechnologies,Industry,Research Project,2023-05-31,2023-05,FY23,47600,Closed,AW2-2023-01375,37100,2023-10-12,134,2023-11-26,2025-11-25
LP-2024-01376,R0031,Fatima Khan,Established,HSC,College of Health Sciences,S023,Internal Strategic Research Fund,Internal,Equipment,2024-05-21,2024-05,FY24,1156900,Closed,AW2-2024-01376,853800,2024-11-19,182,2025-01-10,2028-01-10
LP-2026-01377,R0041,Maya Bennett,Established,LAW,School of Law and Public Policy,S005,National Science Foundation,Federal,Internal Seed,2026-07-22,2026-07,FY27,49600,Submitted,,0,,,,
LP-2026-01378,R0175,Sofia Evans,Early Career,HSC,College of Health Sciences,S020,Northstar Analytics,Industry,Research Project,2026-03-01,2026-03,FY26,219400,Not Funded,,0,2026-07-21,142,,
LP-2023-01379,R0114,Mei Tran,Early Career,ENG,College of Engineering,S013,Education Access Foundation,Foundation,Equipment,2023-10-27,2023-10,FY24,109700,Not Funded,,0,2024-01-25,90,,
LP-2026-01380,R0180,Amina Ahmed,Established,HUM,College of Humanities,S013,Education Access Foundation,Foundation,Research Project,2026-04-06,2026-04,FY26,96800,Under Review,,0,,,,
LP-2026-01381,R0008,Theo Yamamoto,Senior,ARC,College of Architecture and Design,S021,Vertex Mobility Systems,Industry,Research Project,2026-01-02,2026-01,FY26,233200,Active,AW2-2026-01381,221100,2026-05-09,127,2026-06-23,2029-06-22
LP-2023-01382,R0161,Maya Bennett,Established,LAW,School of Law and Public Policy,S002,Natural Sciences Research Council,Federal,Research Project,2023-07-22,2023-07,FY24,51700,Closed,AW2-2023-01382,42200,2023-11-05,106,2024-01-03,2025-06-26
LP-2023-01383,R0126,Jamal Garcia,Established,SCI,College of Science,S023,Internal Strategic Research Fund,Internal,Research Project,2023-10-17,2023-10,FY24,93100,Not Funded,,0,2023-12-06,50,,
LP-2025-01384,R0033,Olivia Costa,Established,LAW,School of Law and Public Policy,S020,Northstar Analytics,Industry,Internal Seed,2025-02-19,2025-02,FY25,268400,Active,AW2-2025-01384,248600,2025-05-07,77,2025-06-21,2027-06-21
LP-2024-01385,R0104,Gabriel Dubois,Early Career,ARC,College of Architecture and Design,S012,Future Cities Foundation,Foundation,Fellowship,2024-10-31,2024-10,FY25,187500,Active,AW2-2024-01385,152000,2025-04-07,158,2025-06-03,2028-06-02
LP-2023-01386,R0050,Noah Johnson,Senior,ENG,College of Engineering,S001,National Health Research Council,Federal,Equipment,2023-07-16,2023-07,FY24,99000,Closed,AW2-2023-01386,83900,2024-01-16,184,2024-02-26,2025-02-25
LP-2025-01387,R0164,Gabriel Dubois,Senior,HUM,College of Humanities,S003,Social Innovation Research Council,Federal,Internal Seed,2025-02-01,2025-02,FY25,146000,Active,AW2-2025-01387,105400,2025-05-02,90,2025-05-23,2026-11-14
LP-2023-01388,R0130,Hana Roy,Senior,ENG,College of Engineering,S014,Biomedical Discovery Foundation,Foundation,Research Project,2023-03-27,2023-03,FY23,595000,Closed,AW2-2023-01388,539900,2023-05-14,48,2023-06-14,2026-06-13
LP-2023-01389,R0034,Yara Lee,Established,ENG,College of Engineering,S023,Internal Strategic Research Fund,Internal,Research Project,2023-08-25,2023-08,FY24,230200,Closed,AW2-2023-01389,203800,2023-12-04,101,2024-01-07,2025-06-30
LP-2025-01390,R0046,Priya Wang,Senior,SCI,College of Science,S018,Global Development Partnership,International,Research Project,2025-03-06,2025-03,FY25,51800,Not Funded,,0,2025-04-26,51,,
LP-2025-01391,R0165,Leila Martin,Early Career,BUS,School of Business,S001,National Health Research Council,Federal,Equipment,2025-11-03,2025-11,FY26,266500,Not Funded,,0,2026-04-04,152,,
LP-2025-01392,R0123,Olivia Costa,Early Career,SOC,College of Social Innovation,S010,Global Health Foundation,Foundation,Research Project,2025-02-23,2025-02,FY25,30300,Awarded,AW2-2025-01392,21800,2025-07-25,152,2025-08-16,2026-08-16
LP-2024-01393,R0113,Isabelle Laurent,Established,LAW,School of Law and Public Policy,S012,Future Cities Foundation,Foundation,Research Project,2024-11-15,2024-11,FY25,242500,Not Funded,,0,2025-01-01,47,,
LP-2025-01394,R0042,Samira Kim,Senior,ENG,College of Engineering,S019,Apex Biotechnologies,Industry,Research Project,2025-08-04,2025-08,FY26,126100,Not Funded,,0,2025-10-18,75,,
LP-2023-01395,R0126,Jamal Garcia,Established,SCI,College of Science,S018,Global Development Partnership,International,Research Project,2023-09-24,2023-09,FY24,191100,Closed,AW2-2023-01395,164700,2024-01-19,117,2024-02-03,2025-07-27
LP-2023-01396,R0098,Theo Yamamoto,Early Career,ENG,College of Engineering,S013,Education Access Foundation,Foundation,Research Project,2023-06-18,2023-06,FY23,454500,Not Funded,,0,2023-11-20,155,,
LP-2026-01397,R0161,Maya Bennett,Established,LAW,School of Law and Public Policy,S009,Massachusetts Innovation Fund,Provincial/State,Research Project,2026-05-29,2026-05,FY26,178100,Not Funded,,0,2026-07-24,56,,
LP-2024-01398,R0080,Noah Johnson,Established,ARC,College of Architecture and Design,S016,Urban Resilience Network,Nonprofit,Internal Seed,2024-11-04,2024-11,FY25,34200,Active,AW2-2024-01398,32800,2025-01-01,58,2025-02-12,2026-02-12
LP-2025-01399,R0003,Olivia Costa,Established,SOC,College of Social Innovation,S020,Northstar Analytics,Industry,Fellowship,2025-01-14,2025-01,FY25,64000,Active,AW2-2025-01399,59300,2025-04-22,98,2025-06-28,2026-12-20
LP-2024-01400,R0037,Nadia Nguyen,Early Career,BUS,School of Business,S022,Helix Medical Devices,Industry,Fellowship,2024-08-29,2024-08,FY25,247200,Closed,AW2-2024-01400,229500,2025-02-20,175,2025-03-21,2027-03-21
LP-2024-01401,R0063,Olivia Costa,Early Career,HSC,College of Health Sciences,S007,Department of Energy and Climate,Government,Research Project,2024-10-12,2024-10,FY25,982500,Closed,AW2-2024-01401,893000,2025-02-19,130,2025-04-24,2026-04-24
LP-2025-01402,R0084,Mei Tran,Senior,HUM,College of Humanities,S023,Internal Strategic Research Fund,Internal,Training Grant,2025-06-22,2025-06,FY25,256000,Active,AW2-2025-01402,212900,2025-10-05,105,2025-11-29,2027-05-23
LP-2024-01403,R0095,Daniel Walker,Early Career,HSC,College of Health Sciences,S024,Faculty Seed Grant Program,Internal,Research Project,2024-04-11,2024-04,FY24,137400,Not Funded,,0,2024-09-10,152,,
LP-2023-01404,R0082,Chloe Chen,Established,ENG,College of Engineering,S003,Social Innovation Research Council,Federal,Training Grant,2023-04-02,2023-04,FY23,173600,Active,AW2-2023-01404,126100,2023-08-18,138,2023-09-30,2025-03-23
LP-2023-01405,R0074,Gabriel Dubois,Established,ENG,College of Engineering,S003,Social Innovation Research Council,Federal,Research Project,2023-01-02,2023-01,FY23,83900,Closed,AW2-2023-01405,74500,2023-04-21,109,2023-05-08,2025-05-07
LP-2023-01406,R0124,Yara Lee,Established,HUM,College of Humanities,S023,Internal Strategic Research Fund,Internal,Fellowship,2023-01-12,2023-01,FY23,95100,Withdrawn,,0,2023-06-29,168,,
LP-2023-01407,R0034,Yara Lee,Established,ENG,College of Engineering,S012,Future Cities Foundation,Foundation,Research Project,2023-09-23,2023-09,FY24,31900,Active,AW2-2023-01407,29900,2024-01-15,114,2024-03-27,2025-03-27
LP-2023-01408,R0076,Priya Wang,Early Career,HUM,College of Humanities,S023,Internal Strategic Research Fund,Internal,Research Project,2023-02-21,2023-02,FY23,196600,Closed,AW2-2023-01408,174300,2023-05-12,80,2023-07-17,2025-01-07
LP-2026-01409,R0072,Samira Kim,Established,ARC,College of Architecture and Design,S022,Helix Medical Devices,Industry,Research Project,2026-08-08,2026-08,FY27,18100,Submitted,,0,,,,
LP-2024-01410,R0116,Camille Mensah,Early Career,HUM,College of Humanities,S016,Urban Resilience Network,Nonprofit,Internal Seed,2024-05-11,2024-05,FY24,31900,Not Funded,,0,2024-07-04,54,,
LP-2026-01411,R0155,Daniel Walker,Early Career,SOC,College of Social Innovation,S023,Internal Strategic Research Fund,Internal,Research Project,2026-03-14,2026-03,FY26,110700,Not Funded,,0,2026-08-31,170,,
LP-2023-01412,R0143,Isabelle Laurent,Early Career,HSC,College of Health Sciences,S002,Natural Sciences Research Council,Federal,Research Project,2023-12-12,2023-12,FY24,228900,Not Funded,,0,2024-05-08,148,,
LP-2025-01413,R0059,Rafael Reyes,Senior,SOC,College of Social Innovation,S009,Massachusetts Innovation Fund,Provincial/State,Research Project,2025-03-30,2025-03,FY25,118500,Active,AW2-2025-01413,76800,2025-07-13,105,2025-09-18,2027-03-12
LP-2024-01414,R0080,Noah Johnson,Established,ARC,College of Architecture and Design,S003,Social Innovation Research Council,Federal,Equipment,2024-07-30,2024-07,FY25,15000,Closed,AW2-2024-01414,14100,2024-10-28,90,2024-11-28,2027-11-28
LP-2023-01415,R0120,Amina Ahmed,Early Career,ARC,College of Architecture and Design,S002,Natural Sciences Research Council,Federal,Research Project,2023-11-05,2023-11,FY24,330300,Not Funded,,0,2024-02-25,112,,
LP-2026-01416,R0147,Grace Williams,Early Career,SOC,College of Social Innovation,S007,Department of Energy and Climate,Government,Research Project,2026-05-12,2026-05,FY26,87400,Withdrawn,,0,2026-08-31,111,,
LP-2026-01417,R0163,Arjun Thomas,Early Career,SOC,College of Social Innovation,S004,Advanced Technology Agency,Federal,Training Grant,2026-03-21,2026-03,FY26,114600,Active,AW2-2026-01417,79400,2026-08-31,163,2026-10-03,2028-03-26
LP-2024-01418,R0145,Sofia Evans,Senior,LAW,School of Law and Public Policy,S008,Ontario Research Fund,Provincial/State,Research Project,2024-07-28,2024-07,FY25,195500,Closed,AW2-2024-01418,166900,2024-10-23,87,2025-01-04,2027-01-04
LP-2023-01419,R0148,Lucas Haddad,Established,HUM,College of Humanities,S002,Natural Sciences Research Council,Federal,Training Grant,2023-05-19,2023-05,FY23,89900,Not Funded,,0,2023-08-14,87,,
LP-2025-01420,R0071,Maya Bennett,Early Career,HSC,College of Health Sciences,S002,Natural Sciences Research Council,Federal,Fellowship,2025-03-09,2025-03,FY25,163400,Not Funded,,0,2025-05-18,70,,
LP-2024-01421,R0076,Priya Wang,Early Career,HUM,College of Humanities,S025,Interdisciplinary Catalyst Fund,Internal,Research Project,2024-07-15,2024-07,FY25,184000,Not Funded,,0,2024-10-18,95,,
LP-2024-01422,R0091,Fatima Khan,Early Career,SOC,College of Social Innovation,S005,National Science Foundation,Federal,Research Project,2024-03-25,2024-03,FY24,120400,Active,AW2-2024-01422,114500,2024-05-24,60,2024-06-20,2025-06-20
LP-2025-01423,R0092,Jonah Smith,Early Career,HUM,College of Humanities,S002,Natural Sciences Research Council,Federal,Research Project,2025-08-15,2025-08,FY26,63000,Closed,AW2-2025-01423,53000,2026-01-06,144,2026-03-15,2029-03-14
LP-2024-01424,R0068,Theo Yamamoto,Established,HUM,College of Humanities,S025,Interdisciplinary Catalyst Fund,Internal,Research Project,2024-02-25,2024-02,FY24,150000,Not Funded,,0,2024-05-24,89,,
LP-2025-01425,R0030,Amina Ahmed,Established,SCI,College of Science,S008,Ontario Research Fund,Provincial/State,Research Project,2025-11-04,2025-11,FY26,78200,Active,AW2-2025-01425,63400,2026-05-12,189,2026-05-25,2028-05-24
LP-2024-01426,R0015,Leila Martin,Early Career,HSC,College of Health Sciences,S005,National Science Foundation,Federal,Research Project,2024-11-29,2024-11,FY25,95700,Active,AW2-2024-01426,90800,2025-01-18,50,2025-02-16,2027-02-16
LP-2024-01427,R0016,Priya Wang,Established,ARC,College of Architecture and Design,S021,Vertex Mobility Systems,Industry,Fellowship,2024-04-28,2024-04,FY24,66500,Not Funded,,0,2024-09-23,148,,
LP-2026-01428,R0035,Daniel Walker,Established,SOC,College of Social Innovation,S016,Urban Resilience Network,Nonprofit,Research Project,2026-04-17,2026-04,FY26,146700,Withdrawn,,0,2026-08-31,136,,
LP-2025-01429,R0037,Nadia Nguyen,Early Career,BUS,School of Business,S006,Department of Public Health,Government,Research Project,2025-11-06,2025-11,FY26,407700,Closed,AW2-2025-01429,346900,2026-04-24,169,2026-07-01,2029-06-30
